S/N,Video URL,Video ID,image_name,Type of Food,Country ,Time Stamp (Minutes),Video Unique Count,Length of the Video
30,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-030.jpg,Jollof Rice,Ghana,0:22,3,9:19
31,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-031.jpg,Jollof Rice,Ghana,7:00,3,9:19
32,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-032.jpg,Jollof Rice,Ghana,7:13,3,9:19
33,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-033.jpg,Jollof Rice,Ghana,7:25,3,9:19
34,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-034.jpg,Jollof Rice,Ghana,8:11,3,9:19
35,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-035.jpg,Jollof Rice,Ghana,8:33,3,9:19
36,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-036.jpg,Jollof Rice,Ghana,8:36,3,9:19
37,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-037.jpg,Jollof Rice,Ghana,8:40,3,9:19
38,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-038.jpg,Jollof Rice,Ghana,8:41,3,9:19
39,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-039.jpg,Jollof Rice,Ghana,8:43,3,9:19
40,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-040.jpg,Jollof Rice,Ghana,8:45,3,9:19
41,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-041.jpg,Jollof Rice,Ghana,8:46,3,9:19
42,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-042.jpg,Jollof Rice,Ghana,0:02,4,3:43
43,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-043.jpg,Jollof Rice,Ghana,0:08,4,3:43
44,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-044.jpg,Jollof Rice,Ghana,0:09,4,3:43
45,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-045.jpg,Jollof Rice,Ghana,0:16,4,3:43
46,https://www.youtube.com/watch?v=Vv8jiVS_DX0,Vv8jiVS_DX0,jollof_ghana-046.jpg,Jollof Rice,Ghana,3:25,4,3:43
47,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-047.jpg,Jollof Rice,Ghana,0:09,5,11:59
48,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-048.jpg,Jollof Rice,Ghana,0:10,5,11:59
49,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-049.jpg,Jollof Rice,Ghana,0:12,5,11:59
50,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-050.jpg,Jollof Rice,Ghana,0:15,5,11:59
51,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-051.jpg,Jollof Rice,Ghana,0:17,5,11:59
52,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-052.jpg,Jollof Rice,Ghana,0:21,5,11:59
53,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-053.jpg,Jollof Rice,Ghana,10:18,5,11:59
54,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-054.jpg,Jollof Rice,Ghana,10:48,5,11:59
55,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-055.jpg,Jollof Rice,Ghana,11:06,5,11:59
56,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-056.jpg,Jollof Rice,Ghana,11:34,5,11:59
57,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-057.jpg,Jollof Rice,Ghana,11:34,5,11:59
58,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-058.jpg,Jollof Rice,Ghana,11:39,5,11:59
59,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-059.jpg,Jollof Rice,Ghana,11:40,5,11:59
60,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-060.jpg,Jollof Rice,Ghana,11:45,5,11:59
61,https://www.youtube.com/watch?v=M3rQbsXHZl4,M3rQbsXHZl4,jollof_ghana-061.jpg,Jollof Rice,Ghana,11:49,5,11:59
62,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-062.jpg,Jollof Rice,Ghana,0:03,6,26.26
63,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-063.jpg,Jollof Rice,Ghana,0:07,6,26.26
64,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-064.jpg,Jollof Rice,Ghana,0:16,6,26.26
65,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-065.jpg,Jollof Rice,Ghana,0:19,6,26.26
66,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-066.jpg,Jollof Rice,Ghana,0:19,6,26.26
67,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-067.jpg,Jollof Rice,Ghana,0:20,6,26.26
68,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-068.jpg,Jollof Rice,Ghana,22.53,6,26.26
69,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-069.jpg,Jollof Rice,Ghana,21:44,6,26.26
70,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-070.jpg,Jollof Rice,Ghana,21:46,6,26.26
71,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-071.jpg,Jollof Rice,Ghana,21:47,6,26.26
72,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-072.jpg,Jollof Rice,Ghana,21:59,6,26.26
73,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-073.jpg,Jollof Rice,Ghana,22:05,6,26.26
74,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-074.jpg,Jollof Rice,Ghana,22:14,6,26.26
75,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-075.jpg,Jollof Rice,Ghana,22:20,6,26.26
76,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-076.jpg,Jollof Rice,Ghana,22:27,6,26.26
77,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-077.jpg,Jollof Rice,Ghana,23:10,6,26.26
78,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-078.jpg,Jollof Rice,Ghana,24.12,6,26.26
79,https://www.youtube.com/watch?v=ezn4irwIn74,ezn4irwIn74,jollof_ghana-079.jpg,Jollof Rice,Ghana,24.32,6,26.26
80,https://www.youtube.com/watch?v=kLFUDQlLZSs,kLFUDQlLZSs,jollof_ghana-080.jpg,Jollof Rice,Ghana,0:29,7,40.39
81,https://www.youtube.com/watch?v=kLFUDQlLZSs,kLFUDQlLZSs,jollof_ghana-081.jpg,Jollof Rice,Ghana,30.50,7,40.39
82,https://www.youtube.com/watch?v=kLFUDQlLZSs,kLFUDQlLZSs,jollof_ghana-082.jpg,Jollof Rice,Ghana,30.52,7,40.39
83,https://www.youtube.com/watch?v=kLFUDQlLZSs,kLFUDQlLZSs,jollof_ghana-083.jpg,Jollof Rice,Ghana,30.58,7,40.39
84,https://www.youtube.com/watch?v=kLFUDQlLZSs,kLFUDQlLZSs,jollof_ghana-084.jpg,Jollof Rice,Ghana,31.27,7,40.39
85,https://www.youtube.com/watch?v=kLFUDQlLZSs,kLFUDQlLZSs,jollof_ghana-085.jpg,Jollof Rice,Ghana,34.01,7,40.39
86,https://www.youtube.com/watch?v=kLFUDQlLZSs,kLFUDQlLZSs,jollof_ghana-086.jpg,Jollof Rice,Ghana,35.20,7,40.39
87,https://www.youtube.com/watch?v=qFE0xa1TdDo,qFE0xa1TdDo,jollof_ghana-087.jpg,Jollof Rice,Ghana,0:05,8,11:24
88,https://www.youtube.com/watch?v=qFE0xa1TdDo,qFE0xa1TdDo,jollof_ghana-088.jpg,Jollof Rice,Ghana,0:09,8,11:24
89,https://www.youtube.com/watch?v=qFE0xa1TdDo,qFE0xa1TdDo,jollof_ghana-089.jpg,Jollof Rice,Ghana,0:13,8,11:24
90,https://www.youtube.com/watch?v=qFE0xa1TdDo,qFE0xa1TdDo,jollof_ghana-090.jpg,Jollof Rice,Ghana,7:59,8,11:24
91,https://www.youtube.com/watch?v=qFE0xa1TdDo,qFE0xa1TdDo,jollof_ghana-091.jpg,Jollof Rice,Ghana,8:06,8,11:24
92,https://www.youtube.com/watch?v=qFE0xa1TdDo,qFE0xa1TdDo,jollof_ghana-092.jpg,Jollof Rice,Ghana,8:44,8,11:24
93,https://www.youtube.com/watch?v=qFE0xa1TdDo,qFE0xa1TdDo,jollof_ghana-093.jpg,Jollof Rice,Ghana,8:54,8,11:24
94,https://www.youtube.com/watch?v=qFE0xa1TdDo,qFE0xa1TdDo,jollof_ghana-094.jpg,Jollof Rice,Ghana,10:34,8,11:24
95,https://www.youtube.com/watch?v=qFE0xa1TdDo,qFE0xa1TdDo,jollof_ghana-095.jpg,Jollof Rice,Ghana,10:38,8,11:24
96,https://www.youtube.com/watch?v=ya_AgrItN3U,ya_AgrItN3U,jollof_ghana-096.jpg,Jollof Rice,Ghana,9:25,9,10:12
97,https://www.youtube.com/watch?v=ya_AgrItN3U,ya_AgrItN3U,jollof_ghana-097.jpg,Jollof Rice,Ghana,9:30,9,10:12
98,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-098.jpg,Jollof Rice,Ghana,0:00,10,18:48
99,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-099.jpg,Jollof Rice,Ghana,0:03,10,18:48
100,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-100.jpg,Jollof Rice,Ghana,0:06,10,18:48
101,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-101.jpg,Jollof Rice,Ghana,0:09,10,18:48
102,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-102.jpg,Jollof Rice,Ghana,0:10,10,18:48
103,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-103.jpg,Jollof Rice,Ghana,0:11,10,18:48
104,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-104.jpg,Jollof Rice,Ghana,15:58,10,18:48
105,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-105.jpg,Jollof Rice,Ghana,16:02,10,18:48
106,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-106.jpg,Jollof Rice,Ghana,16:11,10,18:48
107,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-107.jpg,Jollof Rice,Ghana,16:12,10,18:48
108,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-108.jpg,Jollof Rice,Ghana,16:15,10,18:48
109,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-109.jpg,Jollof Rice,Ghana,16:20,10,18:48
110,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-110.jpg,Jollof Rice,Ghana,16:22,10,18:48
111,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-111.jpg,Jollof Rice,Ghana,16:24,10,18:48
112,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-112.jpg,Jollof Rice,Ghana,16:25,10,18:48
113,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-113.jpg,Jollof Rice,Ghana,16:27,10,18:48
114,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-114.jpg,Jollof Rice,Ghana,16:30,10,18:48
115,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-115.jpg,Jollof Rice,Ghana,16:31,10,18:48
116,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-116.jpg,Jollof Rice,Ghana,16:35,10,18:48
117,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-117.jpg,Jollof Rice,Ghana,16:36,10,18:48
118,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-118.jpg,Jollof Rice,Ghana,16:39,10,18:48
119,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-119.jpg,Jollof Rice,Ghana,16:41,10,18:48
120,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-120.jpg,Jollof Rice,Ghana,16:43,10,18:48
121,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-121.jpg,Jollof Rice,Ghana,16:45,10,18:48
122,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-122.jpg,Jollof Rice,Ghana,16:52,10,18:48
123,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-123.jpg,Jollof Rice,Ghana,16:53,10,18:48
124,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-124.jpg,Jollof Rice,Ghana,16:54,10,18:48
125,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-125.jpg,Jollof Rice,Ghana,16:55,10,18:48
126,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-126.jpg,Jollof Rice,Ghana,17:02,10,18:48
127,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-127.jpg,Jollof Rice,Ghana,17:03,10,18:48
128,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-128.jpg,Jollof Rice,Ghana,17:07,10,18:48
129,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-129.jpg,Jollof Rice,Ghana,17:08,10,18:48
130,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-130.jpg,Jollof Rice,Ghana,17:32,10,18:48
131,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-131.jpg,Jollof Rice,Ghana,17:38,10,18:48
132,https://www.youtube.com/watch?v=HB4Y6A1pQxU,HB4Y6A1pQxU,jollof_ghana-132.jpg,Jollof Rice,Ghana,18:01,10,18:48
133,https://www.youtube.com/watch?v=iKioKOFKiFY,iKioKOFKiFY,jollof_ghana-133.jpg,Jollof Rice,Ghana,3:20,11,4:00
134,https://www.youtube.com/watch?v=iKioKOFKiFY,iKioKOFKiFY,jollof_ghana-134.jpg,Jollof Rice,Ghana,3:36,11,4:00
135,https://www.youtube.com/watch?v=iKioKOFKiFY,iKioKOFKiFY,jollof_ghana-135.jpg,Jollof Rice,Ghana,3:39,11,4:00
136,https://www.youtube.com/watch?v=iKioKOFKiFY,iKioKOFKiFY,jollof_ghana-136.jpg,Jollof Rice,Ghana,3:45,11,4:00
137,https://www.youtube.com/watch?v=iKioKOFKiFY,iKioKOFKiFY,jollof_ghana-137.jpg,Jollof Rice,Ghana,3:51,11,4:00
138,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-138.jpg,Jollof Rice,Ghana,0:00,12,12:38
139,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-139.jpg,Jollof Rice,Ghana,0:06,12,12:38
140,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-140.jpg,Jollof Rice,Ghana,0:10,12,12:38
141,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-141.jpg,Jollof Rice,Ghana,0:13,12,12:38
142,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-142.jpg,Jollof Rice,Ghana,0:16,12,12:38
143,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-143.jpg,Jollof Rice,Ghana,0:21,12,12:38
144,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-144.jpg,Jollof Rice,Ghana,0:23,12,12:38
145,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-145.jpg,Jollof Rice,Ghana,0:27,12,12:38
146,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-146.jpg,Jollof Rice,Ghana,0:30,12,12:38
147,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-147.jpg,Jollof Rice,Ghana,0:35,12,12:38
148,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-148.jpg,Jollof Rice,Ghana,11:05,12,12:38
149,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-149.jpg,Jollof Rice,Ghana,11:33,12,12:38
150,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-150.jpg,Jollof Rice,Ghana,11:44,12,12:38
151,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-151.jpg,Jollof Rice,Ghana,11:46,12,12:38
152,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-152.jpg,Jollof Rice,Ghana,11:47,12,12:38
153,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-153.jpg,Jollof Rice,Ghana,11:49,12,12:38
154,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-154.jpg,Jollof Rice,Ghana,11:58,12,12:38
155,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-155.jpg,Jollof Rice,Ghana,12:00,12,12:38
156,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-156.jpg,Jollof Rice,Ghana,12:12,12,12:38
157,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-157.jpg,Jollof Rice,Ghana,12:19,12,12:38
158,https://www.youtube.com/watch?v=X-FkNiozIQk,X-FkNiozIQk,jollof_ghana-158.jpg,Jollof Rice,Ghana,12:23,12,12:38
159,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-159.jpg,Jollof Rice,Ghana,0:02,13,10:02
160,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-160.jpg,Jollof Rice,Ghana,0:05,13,10:02
161,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-161.jpg,Jollof Rice,Ghana,8:27,13,10:02
162,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-162.jpg,Jollof Rice,Ghana,8:29,13,10:02
163,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-163.jpg,Jollof Rice,Ghana,8:35,13,10:02
164,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-164.jpg,Jollof Rice,Ghana,8:45,13,10:02
165,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-165.jpg,Jollof Rice,Ghana,9:27,13,10:02
166,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-166.jpg,Jollof Rice,Ghana,9:36,13,10:02
167,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-167.jpg,Jollof Rice,Ghana,9:41,13,10:02
168,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-168.jpg,Jollof Rice,Ghana,9:43,13,10:02
169,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-169.jpg,Jollof Rice,Ghana,9:44,13,10:02
170,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-170.jpg,Jollof Rice,Ghana,9:46,13,10:02
171,https://www.youtube.com/watch?v=vaN8Ai2-khE,vaN8Ai2-khE,jollof_ghana-171.jpg,Jollof Rice,Ghana,9:55,13,10:02
172,https://www.youtube.com/watch?v=vU9GPLL8uLo,vU9GPLL8uLo,jollof_ghana-172.jpg,Jollof Rice,Ghana,0:04,14,11:25
173,https://www.youtube.com/watch?v=vU9GPLL8uLo,vU9GPLL8uLo,jollof_ghana-173.jpg,Jollof Rice,Ghana,0:17,14,11:25
174,https://www.youtube.com/watch?v=vU9GPLL8uLo,vU9GPLL8uLo,jollof_ghana-174.jpg,Jollof Rice,Ghana,10:02,14,11:25
175,https://www.youtube.com/watch?v=vU9GPLL8uLo,vU9GPLL8uLo,jollof_ghana-175.jpg,Jollof Rice,Ghana,10:07,14,11:25
176,https://www.youtube.com/watch?v=vU9GPLL8uLo,vU9GPLL8uLo,jollof_ghana-176.jpg,Jollof Rice,Ghana,10:15,14,11:25
177,https://www.youtube.com/watch?v=vU9GPLL8uLo,vU9GPLL8uLo,jollof_ghana-177.jpg,Jollof Rice,Ghana,10:24,14,11:25
178,https://www.youtube.com/watch?v=vU9GPLL8uLo,vU9GPLL8uLo,jollof_ghana-178.jpg,Jollof Rice,Ghana,10:29,14,11:25
