S/N,Video URL,Video ID,image_name,Type of Food,Country ,Time Stamp (Minutes),Video Unique Count,Length of the Video
24,https://www.youtube.com/watch?v=1-h26aXv-5U,1-h26aXv-5U,ndole-cm-024.jpg,Ndole,Cameroon,1:10,3,1:16
25,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-025.jpg,Ndole,Cameroon,0:00,4,14:16
26,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-026.jpg,Ndole,Cameroon,0:01,4,14:16
27,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-027.jpg,Ndole,Cameroon,0:02,4,14:16
28,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-028.jpg,Ndole,Cameroon,0:03,4,14:16
29,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-029.jpg,Ndole,Cameroon,9:38,4,14:16
30,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-030.jpg,Ndole,Cameroon,9:46,4,14:16
31,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-031.jpg,Ndole,Cameroon,9:51,4,14:16
32,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-032.jpg,Ndole,Cameroon,9:52,4,14:16
33,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-033.jpg,Ndole,Cameroon,9:57,4,14:16
34,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-034.jpg,Ndole,Cameroon,9:58,4,14:16
35,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-035.jpg,Ndole,Cameroon,10:00,4,14:16
36,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-036.jpg,Ndole,Cameroon,12:08,4,14:16
37,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-037.jpg,Ndole,Cameroon,12:16,4,14:16
38,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-038.jpg,Ndole,Cameroon,12:19,4,14:16
39,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-039.jpg,Ndole,Cameroon,12:22,4,14:16
40,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-040.jpg,Ndole,Cameroon,12:23,4,14:16
41,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-041.jpg,Ndole,Cameroon,12:27,4,14:16
42,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-042.jpg,Ndole,Cameroon,12:29,4,14:16
43,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-043.jpg,Ndole,Cameroon,12:31,4,14:16
44,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-044.jpg,Ndole,Cameroon,12:33,4,14:16
45,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-045.jpg,Ndole,Cameroon,12:34,4,14:16
46,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-046.jpg,Ndole,Cameroon,12:35,4,14:16
47,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-047.jpg,Ndole,Cameroon,12:43,4,14:16
48,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-048.jpg,Ndole,Cameroon,13:01,4,14:16
49,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-049.jpg,Ndole,Cameroon,13:03,4,14:16
50,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-050.jpg,Ndole,Cameroon,13:43,4,14:16
51,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-051.jpg,Ndole,Cameroon,13:57,4,14:16
52,https://www.youtube.com/watch?v=HHcqgU-rxGc,HHcqgU-rxGc,ndole-cm-052.jpg,Ndole,Cameroon,13:59,4,14:16
53,https://www.youtube.com/watch?v=Jz-gHDnaq0o,Jz-gHDnaq0o,ndole-cm-053.jpg,Ndole,Cameroon,18:10,5,18:12
54,https://www.youtube.com/watch?v=Jz-gHDnaq0o,Jz-gHDnaq0o,ndole-cm-054.jpg,Ndole,Cameroon,17:06,5,18:12
55,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-055.jpg,Ndole,Cameroon,0:02,6,10:09
56,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-056.jpg,Ndole,Cameroon,7:53,6,10:09
57,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-057.jpg,Ndole,Cameroon,7:55,6,10:09
58,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-058.jpg,Ndole,Cameroon,7:57,6,10:09
59,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-059.jpg,Ndole,Cameroon,8:32,6,10:09
60,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-060.jpg,Ndole,Cameroon,8:33,6,10:09
61,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-061.jpg,Ndole,Cameroon,8:38,6,10:09
62,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-062.jpg,Ndole,Cameroon,8:38,6,10:09
63,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-063.jpg,Ndole,Cameroon,8:39,6,10:09
64,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-064.jpg,Ndole,Cameroon,8:40,6,10:09
65,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-065.jpg,Ndole,Cameroon,8:43,6,10:09
66,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-066.jpg,Ndole,Cameroon,8:45,6,10:09
67,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-067.jpg,Ndole,Cameroon,8:46,6,10:09
68,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-068.jpg,Ndole,Cameroon,8:51,6,10:09
69,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-069.jpg,Ndole,Cameroon,8:52,6,10:09
70,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-070.jpg,Ndole,Cameroon,9:01,6,10:09
71,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-071.jpg,Ndole,Cameroon,9:02,6,10:09
72,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-072.jpg,Ndole,Cameroon,9:05,6,10:09
73,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-073.jpg,Ndole,Cameroon,9:13,6,10:09
74,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-074.jpg,Ndole,Cameroon,9:19,6,10:09
75,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-075.jpg,Ndole,Cameroon,9:32,6,10:09
76,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-076.jpg,Ndole,Cameroon,9:37,6,10:09
77,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-077.jpg,Ndole,Cameroon,9:46,6,10:09
78,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-078.jpg,Ndole,Cameroon,9:52,6,10:09
79,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-079.jpg,Ndole,Cameroon,9:56,6,10:09
80,https://www.youtube.com/watch?v=tHsOyXl971I,tHsOyXl971I,ndole-cm-080.jpg,Ndole,Cameroon,10:00,6,10:09
81,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-081.jpg,Ndole,Cameroon,0:00,7,4:58
82,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-082.jpg,Ndole,Cameroon,0:01,7,4:58
83,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-083.jpg,Ndole,Cameroon,0:05,7,4:58
84,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-084.jpg,Ndole,Cameroon,3:40,7,4:58
85,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-085.jpg,Ndole,Cameroon,4:37,7,4:58
86,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-086.jpg,Ndole,Cameroon,4:39,7,4:58
87,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-087.jpg,Ndole,Cameroon,4:40,7,4:58
88,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-088.jpg,Ndole,Cameroon,4:42,7,4:58
89,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-089.jpg,Ndole,Cameroon,4:43,7,4:58
90,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-090.jpg,Ndole,Cameroon,4:45,7,4:58
91,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-091.jpg,Ndole,Cameroon,4:47,7,4:58
92,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-092.jpg,Ndole,Cameroon,4:49,7,4:58
93,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-093.jpg,Ndole,Cameroon,4:52,7,4:58
94,https://www.youtube.com/watch?v=j7V5why-u_c,j7V5why-u_c,ndole-cm-094.jpg,Ndole,Cameroon,4:57,7,4:58
95,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-095.jpg,Ndole,Cameroon,0:00,8,7:24
96,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-096.jpg,Ndole,Cameroon,0:02,8,7:24
97,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-097.jpg,Ndole,Cameroon,0:06,8,7:24
98,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-098.jpg,Ndole,Cameroon,0:08,8,7:24
99,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-099.jpg,Ndole,Cameroon,0:11,8,7:24
100,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-100.jpg,Ndole,Cameroon,0:12,8,7:24
101,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-101.jpg,Ndole,Cameroon,0:14,8,7:24
102,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-102.jpg,Ndole,Cameroon,0:16,8,7:24
103,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-103.jpg,Ndole,Cameroon,0:18,8,7:24
104,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-104.jpg,Ndole,Cameroon,0:20,8,7:24
105,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-105.jpg,Ndole,Cameroon,0:21,8,7:24
106,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-106.jpg,Ndole,Cameroon,0:27,8,7:24
107,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-107.jpg,Ndole,Cameroon,5:37,8,7:24
108,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-108.jpg,Ndole,Cameroon,5:38,8,7:24
109,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-109.jpg,Ndole,Cameroon,6:36,8,7:24
110,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-110.jpg,Ndole,Cameroon,6:52,8,7:24
111,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-111.jpg,Ndole,Cameroon,6:55,8,7:24
112,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-112.jpg,Ndole,Cameroon,7:08,8,7:24
113,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-113.jpg,Ndole,Cameroon,7:09,8,7:24
114,https://www.youtube.com/watch?v=kg-tvyMqLFM,kg-tvyMqLFM,ndole-cm-114.jpg,Ndole,Cameroon,7:13,8,7:24
115,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-115.jpg,Ndole,Cameroon,0:02,9,15:39
116,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-116.jpg,Ndole,Cameroon,11:32,9,15:39
117,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-117.jpg,Ndole,Cameroon,14:56,9,15:39
118,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-118.jpg,Ndole,Cameroon,15:03,9,15:39
119,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-119.jpg,Ndole,Cameroon,15:07,9,15:39
120,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-120.jpg,Ndole,Cameroon,15:12,9,15:39
121,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-121.jpg,Ndole,Cameroon,15:15,9,15:39
122,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-122.jpg,Ndole,Cameroon,15:21,9,15:39
123,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-123.jpg,Ndole,Cameroon,15:24,9,15:39
124,https://www.youtube.com/watch?v=q9NZXthjxok,q9NZXthjxok,ndole-cm-124.jpg,Ndole,Cameroon,15:26,9,15:39
125,https://www.youtube.com/watch?v=kXvCxh20aN8,kXvCxh20aN8,ndole-cm-125.jpg,Ndole,Cameroon,0:02,10,9:54
126,https://www.youtube.com/watch?v=kXvCxh20aN8,kXvCxh20aN8,ndole-cm-126.jpg,Ndole,Cameroon,9:18,10,9:54
127,https://www.youtube.com/watch?v=VbpZrR6XM3E,VbpZrR6XM3E,ndole-cm-127.jpg,Ndole,Cameroon,0:02,11,1:59
128,https://www.youtube.com/watch?v=VbpZrR6XM3E,VbpZrR6XM3E,ndole-cm-128.jpg,Ndole,Cameroon,1:48,11,1:59
129,https://www.youtube.com/watch?v=VbpZrR6XM3E,VbpZrR6XM3E,ndole-cm-129.jpg,Ndole,Cameroon,1:58,11,1:59
130,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-130.jpg,Ndole,Cameroon,0:02,12,3:51
131,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-131.jpg,Ndole,Cameroon,2:33,12,3:51
132,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-132.jpg,Ndole,Cameroon,2:36,12,3:51
133,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-133.jpg,Ndole,Cameroon,3:01,12,3:51
134,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-134.jpg,Ndole,Cameroon,3:03,12,3:51
135,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-135.jpg,Ndole,Cameroon,3:25,12,3:51
136,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-136.jpg,Ndole,Cameroon,3:36,12,3:51
137,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-137.jpg,Ndole,Cameroon,3:38,12,3:51
138,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-138.jpg,Ndole,Cameroon,3:41,12,3:51
139,https://www.youtube.com/watch?v=DJWjpqtmgxo,DJWjpqtmgxo,ndole-cm-139.jpg,Ndole,Cameroon,3:46,12,3:51
140,https://www.youtube.com/watch?v=m6mZqqOjsFk,m6mZqqOjsFk,ndole-cm-140.jpg,Ndole,Cameroon,0:07,13,3:38
141,https://www.youtube.com/watch?v=m6mZqqOjsFk,m6mZqqOjsFk,ndole-cm-141.jpg,Ndole,Cameroon,3:15,13,3:38
142,https://www.youtube.com/watch?v=m6mZqqOjsFk,m6mZqqOjsFk,ndole-cm-142.jpg,Ndole,Cameroon,3:16,13,3:38
143,https://www.youtube.com/watch?v=m6mZqqOjsFk,m6mZqqOjsFk,ndole-cm-143.jpg,Ndole,Cameroon,3:18,13,3:38
144,https://www.youtube.com/watch?v=m6mZqqOjsFk,m6mZqqOjsFk,ndole-cm-144.jpg,Ndole,Cameroon,3:19,13,3:38
145,https://www.youtube.com/watch?v=m6mZqqOjsFk,m6mZqqOjsFk,ndole-cm-145.jpg,Ndole,Cameroon,3:23,13,3:38
146,https://www.youtube.com/watch?v=m6mZqqOjsFk,m6mZqqOjsFk,ndole-cm-146.jpg,Ndole,Cameroon,3:26,13,3:38
147,https://www.youtube.com/watch?v=v3QpZeCoblQ,v3QpZeCoblQ,ndole-cm-147.jpg,Ndole,Cameroon,0:02,14,9.27
148,https://www.youtube.com/watch?v=v3QpZeCoblQ,v3QpZeCoblQ,ndole-cm-148.jpg,Ndole,Cameroon,0:05,14,9.27
149,https://www.youtube.com/watch?v=v3QpZeCoblQ,v3QpZeCoblQ,ndole-cm-149.jpg,Ndole,Cameroon,0:19,14,9.27
150,https://www.youtube.com/watch?v=v3QpZeCoblQ,v3QpZeCoblQ,ndole-cm-150.jpg,Ndole,Cameroon,7:20,14,9.27
151,https://www.youtube.com/watch?v=v3QpZeCoblQ,v3QpZeCoblQ,ndole-cm-151.jpg,Ndole,Cameroon,9:06,14,9.27
152,https://www.youtube.com/watch?v=v3QpZeCoblQ,v3QpZeCoblQ,ndole-cm-152.jpg,Ndole,Cameroon,9:13,14,9.27
153,https://www.youtube.com/watch?v=v3QpZeCoblQ,v3QpZeCoblQ,ndole-cm-153.jpg,Ndole,Cameroon,9:14,14,9.27
154,https://www.youtube.com/watch?v=v3QpZeCoblQ,v3QpZeCoblQ,ndole-cm-154.jpg,Ndole,Cameroon,9:19,14,9.27
155,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-155.jpg,Ndole,Cameroon,0:06,15,6:55
156,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-156.jpg,Ndole,Cameroon,0:13,15,6:55
157,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-157.jpg,Ndole,Cameroon,0:15,15,6:55
158,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-158.jpg,Ndole,Cameroon,0:16,15,6:55
159,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-159.jpg,Ndole,Cameroon,4:54,15,6:55
160,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-160.jpg,Ndole,Cameroon,5:07,15,6:55
161,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-161.jpg,Ndole,Cameroon,5:08,15,6:55
162,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-162.jpg,Ndole,Cameroon,5:10,15,6:55
163,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-163.jpg,Ndole,Cameroon,5:11,15,6:55
164,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-164.jpg,Ndole,Cameroon,5:15,15,6:55
165,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-165.jpg,Ndole,Cameroon,5:16,15,6:55
166,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-166.jpg,Ndole,Cameroon,5:25,15,6:55
167,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-167.jpg,Ndole,Cameroon,5:26,15,6:55
168,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-168.jpg,Ndole,Cameroon,5:45,15,6:55
169,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-169.jpg,Ndole,Cameroon,5:47,15,6:55
170,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-170.jpg,Ndole,Cameroon,5:49,15,6:55
171,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-171.jpg,Ndole,Cameroon,5:53,15,6:55
172,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-172.jpg,Ndole,Cameroon,5:54,15,6:55
173,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-173.jpg,Ndole,Cameroon,5:55,15,6:55
174,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-174.jpg,Ndole,Cameroon,5:56,15,6:55
175,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-175.jpg,Ndole,Cameroon,5:58,15,6:55
176,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-176.jpg,Ndole,Cameroon,6:00,15,6:55
177,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-177.jpg,Ndole,Cameroon,6:01,15,6:55
178,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-178.jpg,Ndole,Cameroon,6:02,15,6:55
179,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-179.jpg,Ndole,Cameroon,6:04,15,6:55
180,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-180.jpg,Ndole,Cameroon,6:05,15,6:55
181,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-181.jpg,Ndole,Cameroon,6:06,15,6:55
182,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-182.jpg,Ndole,Cameroon,6:13,15,6:55
183,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-183.jpg,Ndole,Cameroon,6:16,15,6:55
184,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-184.jpg,Ndole,Cameroon,6:17,15,6:55
185,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-185.jpg,Ndole,Cameroon,6:18,15,6:55
186,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-186.jpg,Ndole,Cameroon,6:19,15,6:55
187,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-187.jpg,Ndole,Cameroon,6:20,15,6:55
188,https://www.youtube.com/watch?v=-TrBsfXJzLg,TrBsfXJzLg,ndole-cm-188.jpg,Ndole,Cameroon,6:25,15,6:55
