S/N,Video URL,Video ID,image_name,Type of Food,Country ,Time Stamp (Minutes),Video Unique Count,Length of the Video
19,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-019.jpg,Eru,Cameroon,9:30,1,10:35
20,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-020.jpg,Eru,Cameroon,9:31,1,10:35
21,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-021.jpg,Eru,Cameroon,9:33,1,10:35
22,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-022.jpg,Eru,Cameroon,9:37,1,10:35
23,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-023.jpg,Eru,Cameroon,9:39,1,10:35
24,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-024.jpg,Eru,Cameroon,9:41,1,10:35
25,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-025.jpg,Eru,Cameroon,9:43,1,10:35
26,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-026.jpg,Eru,Cameroon,9:46,1,10:35
27,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-027.jpg,Eru,Cameroon,9:46,1,10:35
28,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-028.jpg,Eru,Cameroon,9:48,1,10:35
29,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-029.jpg,Eru,Cameroon,9:52,1,10:35
30,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-030.jpg,Eru,Cameroon,9:54,1,10:35
31,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-031.jpg,Eru,Cameroon,9:55,1,10:35
32,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-032.jpg,Eru,Cameroon,9:56,1,10:35
33,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-033.jpg,Eru,Cameroon,9:57,1,10:35
34,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-034.jpg,Eru,Cameroon,9:59,1,10:35
35,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-035.jpg,Eru,Cameroon,10:00,1,10:35
36,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-036.jpg,Eru,Cameroon,10:01,1,10:35
37,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-037.jpg,Eru,Cameroon,10:02,1,10:35
38,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-038.jpg,Eru,Cameroon,10:06,1,10:35
39,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-039.jpg,Eru,Cameroon,10:07,1,10:35
40,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-040.jpg,Eru,Cameroon,10:08,1,10:35
41,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-041.jpg,Eru,Cameroon,10:15,1,10:35
42,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-042.jpg,Eru,Cameroon,10:16,1,10:35
43,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-043.jpg,Eru,Cameroon,10:20,1,10:35
44,https://www.youtube.com/watch?v=04Joy3-mCfY,04Joy3-mCfY,eru-cm-044.jpg,Eru,Cameroon,10:24,1,10:35
45,https://www.youtube.com/watch?v=x688d0yMYqQ,x688d0yMYqQ,eru-cm-045.jpg,Eru,Cameroon,0:02,2,6:28
46,https://www.youtube.com/watch?v=x688d0yMYqQ,x688d0yMYqQ,eru-cm-046.jpg,Eru,Cameroon,4:43,2,6:28
47,https://www.youtube.com/watch?v=x688d0yMYqQ,x688d0yMYqQ,eru-cm-047.jpg,Eru,Cameroon,5:30,2,6:28
48,https://www.youtube.com/watch?v=x688d0yMYqQ,x688d0yMYqQ,eru-cm-048.jpg,Eru,Cameroon,5:40,2,6:28
49,https://www.youtube.com/watch?v=x688d0yMYqQ,x688d0yMYqQ,eru-cm-049.jpg,Eru,Cameroon,5:44,2,6:28
50,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-050.jpg,Eru,Cameroon,0:01,3,8:03
51,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-051.jpg,Eru,Cameroon,0:02,3,8:03
52,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-052.jpg,Eru,Cameroon,0:04,3,8:03
53,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-053.jpg,Eru,Cameroon,0:05,3,8:03
54,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-054.jpg,Eru,Cameroon,0:06,3,8:03
55,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-055.jpg,Eru,Cameroon,0:10,3,8:03
56,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-056.jpg,Eru,Cameroon,0:11,3,8:03
57,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-057.jpg,Eru,Cameroon,0:13,3,8:03
58,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-058.jpg,Eru,Cameroon,5:29,3,8:03
59,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-059.jpg,Eru,Cameroon,5:30,3,8:03
60,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-060.jpg,Eru,Cameroon,5:34,3,8:03
61,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-061.jpg,Eru,Cameroon,5:47,3,8:03
62,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-062.jpg,Eru,Cameroon,5:54,3,8:03
63,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-063.jpg,Eru,Cameroon,5:55,3,8:03
64,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-064.jpg,Eru,Cameroon,5:57,3,8:03
65,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-065.jpg,Eru,Cameroon,5:59,3,8:03
66,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-066.jpg,Eru,Cameroon,6:00,3,8:03
67,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-067.jpg,Eru,Cameroon,6:06,3,8:03
68,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-068.jpg,Eru,Cameroon,6:08,3,8:03
69,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-069.jpg,Eru,Cameroon,6:12,3,8:03
70,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-070.jpg,Eru,Cameroon,6:17,3,8:03
71,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-071.jpg,Eru,Cameroon,6:19,3,8:03
72,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-072.jpg,Eru,Cameroon,6:27,3,8:03
73,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-073.jpg,Eru,Cameroon,6:32,3,8:03
74,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-074.jpg,Eru,Cameroon,6:34,3,8:03
75,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-075.jpg,Eru,Cameroon,6:37,3,8:03
76,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-076.jpg,Eru,Cameroon,6:53,3,8:03
77,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-077.jpg,Eru,Cameroon,7:14,3,8:03
78,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-078.jpg,Eru,Cameroon,7:21,3,8:03
79,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-079.jpg,Eru,Cameroon,7:23,3,8:03
80,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-080.jpg,Eru,Cameroon,7:25,3,8:03
81,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-081.jpg,Eru,Cameroon,7:27,3,8:03
82,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-082.jpg,Eru,Cameroon,7:28,3,8:03
83,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-083.jpg,Eru,Cameroon,7:30,3,8:03
84,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-084.jpg,Eru,Cameroon,7:32,3,8:03
85,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-085.jpg,Eru,Cameroon,7:34,3,8:03
86,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-086.jpg,Eru,Cameroon,7:35,3,8:03
87,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-087.jpg,Eru,Cameroon,7:37,3,8:03
88,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-088.jpg,Eru,Cameroon,7:39,3,8:03
89,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-089.jpg,Eru,Cameroon,7:40,3,8:03
90,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-090.jpg,Eru,Cameroon,7:43,3,8:03
91,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-091.jpg,Eru,Cameroon,7:44,3,8:03
92,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-092.jpg,Eru,Cameroon,7:46,3,8:03
93,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-093.jpg,Eru,Cameroon,7:47,3,8:03
94,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-094.jpg,Eru,Cameroon,7:50,3,8:03
95,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-095.jpg,Eru,Cameroon,7:51,3,8:03
96,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-096.jpg,Eru,Cameroon,7:54,3,8:03
97,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-097.jpg,Eru,Cameroon,7:55,3,8:03
98,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-098.jpg,Eru,Cameroon,8:00,3,8:03
99,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-099.jpg,Eru,Cameroon,8:01,3,8:03
100,https://www.youtube.com/watch?v=uPZkcQ_U2zs,uPZkcQ_U2zs,eru-cm-100.jpg,Eru,Cameroon,8:03,3,8:03
101,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-101.jpg,Eru,Cameroon,0:00,4,12:32
102,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-102.jpg,Eru,Cameroon,0:04,4,12:32
103,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-103.jpg,Eru,Cameroon,0:10,4,12:32
104,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-104.jpg,Eru,Cameroon,0:17,4,12:32
105,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-105.jpg,Eru,Cameroon,5:34,4,12:32
106,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-106.jpg,Eru,Cameroon,6:11,4,12:32
107,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-107.jpg,Eru,Cameroon,6:53,4,12:32
108,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-108.jpg,Eru,Cameroon,7:39,4,12:32
109,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-109.jpg,Eru,Cameroon,9:06,4,12:32
110,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-110.jpg,Eru,Cameroon,9:34,4,12:32
111,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-111.jpg,Eru,Cameroon,9:40,4,12:32
112,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-112.jpg,Eru,Cameroon,10:31,4,12:32
113,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-113.jpg,Eru,Cameroon,10:47,4,12:32
114,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-114.jpg,Eru,Cameroon,11:06,4,12:32
115,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-115.jpg,Eru,Cameroon,11:22,4,12:32
116,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-116.jpg,Eru,Cameroon,11:41,4,12:32
117,https://www.youtube.com/watch?v=RoVCClK0jsQ,RoVCClK0jsQ,eru-cm-117.jpg,Eru,Cameroon,11:44,4,12:32
118,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-118.jpg,Eru,Cameroon,12:04,5,17:37
119,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-119.jpg,Eru,Cameroon,12:34,5,17:37
120,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-120.jpg,Eru,Cameroon,12:43,5,17:37
121,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-121.jpg,Eru,Cameroon,12:45,5,17:37
122,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-122.jpg,Eru,Cameroon,12:46,5,17:37
123,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-123.jpg,Eru,Cameroon,12:48,5,17:37
124,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-124.jpg,Eru,Cameroon,12:50,5,17:37
125,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-125.jpg,Eru,Cameroon,12:52,5,17:37
126,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-126.jpg,Eru,Cameroon,12:52,5,17:37
127,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-127.jpg,Eru,Cameroon,12:53,5,17:37
128,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-128.jpg,Eru,Cameroon,12:55,5,17:37
129,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-129.jpg,Eru,Cameroon,12:58,5,17:37
130,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-130.jpg,Eru,Cameroon,13:00,5,17:37
131,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-131.jpg,Eru,Cameroon,13:05,5,17:37
132,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-132.jpg,Eru,Cameroon,16:52,5,17:37
133,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-133.jpg,Eru,Cameroon,16:55,5,17:37
134,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-134.jpg,Eru,Cameroon,17:09,5,17:37
135,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-135.jpg,Eru,Cameroon,17:14,5,17:37
136,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-136.jpg,Eru,Cameroon,17:15,5,17:37
137,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-137.jpg,Eru,Cameroon,17:21,5,17:37
138,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-138.jpg,Eru,Cameroon,17:22,5,17:37
139,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-139.jpg,Eru,Cameroon,17:29,5,17:37
140,https://www.youtube.com/watch?v=sTaN1xht8aA,sTaN1xht8aA,eru-cm-140.jpg,Eru,Cameroon,17:35,5,17:37
141,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-141.jpg,Eru,Cameroon,0:00,6,5:52
142,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-142.jpg,Eru,Cameroon,0:01,6,5:52
143,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-143.jpg,Eru,Cameroon,0:02,6,5:52
144,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-144.jpg,Eru,Cameroon,0:04,6,5:52
145,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-145.jpg,Eru,Cameroon,0:06,6,5:52
146,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-146.jpg,Eru,Cameroon,0:07,6,5:52
147,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-147.jpg,Eru,Cameroon,0:12,6,5:52
148,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-148.jpg,Eru,Cameroon,5:30,6,5:52
149,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-149.jpg,Eru,Cameroon,5:32,6,5:52
150,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-150.jpg,Eru,Cameroon,5:34,6,5:52
151,https://www.youtube.com/watch?v=5cNEcEJjT8Q,5cNEcEJjT8Q,eru-cm-151.jpg,Eru,Cameroon,5:37,6,5:52
152,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-152.jpg,Eru,Cameroon,0:00,7,7:04
153,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-153.jpg,Eru,Cameroon,0:03,7,7:04
154,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-154.jpg,Eru,Cameroon,0:04,7,7:04
155,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-155.jpg,Eru,Cameroon,0:27,7,7:04
156,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-156.jpg,Eru,Cameroon,0:51,7,7:04
157,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-157.jpg,Eru,Cameroon,0:53,7,7:04
158,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-158.jpg,Eru,Cameroon,5:38,7,7:04
159,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-159.jpg,Eru,Cameroon,5:52,7,7:04
160,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-160.jpg,Eru,Cameroon,5:55,7,7:04
161,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-161.jpg,Eru,Cameroon,5:58,7,7:04
162,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-162.jpg,Eru,Cameroon,5:59,7,7:04
163,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-163.jpg,Eru,Cameroon,6:07,7,7:04
164,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-164.jpg,Eru,Cameroon,6:08,7,7:04
165,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-165.jpg,Eru,Cameroon,6:09,7,7:04
166,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-166.jpg,Eru,Cameroon,6:15,7,7:04
167,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-167.jpg,Eru,Cameroon,6:19,7,7:04
168,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-168.jpg,Eru,Cameroon,6:21,7,7:04
169,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-169.jpg,Eru,Cameroon,6:24,7,7:04
170,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-170.jpg,Eru,Cameroon,6:26,7,7:04
171,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-171.jpg,Eru,Cameroon,6:27,7,7:04
172,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-172.jpg,Eru,Cameroon,6:30,7,7:04
173,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-173.jpg,Eru,Cameroon,6:52,7,7:04
174,https://www.youtube.com/watch?v=CJvg_XFyn7E,CJvg_XFyn7E,eru-cm-174.jpg,Eru,Cameroon,6:56,7,7:04
175,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-175.jpg,Eru,Cameroon,0:04,8,5:59
176,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-176.jpg,Eru,Cameroon,0:05,8,5:59
177,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-177.jpg,Eru,Cameroon,0:07,8,5:59
178,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-178.jpg,Eru,Cameroon,0:08,8,5:59
179,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-179.jpg,Eru,Cameroon,0:09,8,5:59
180,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-180.jpg,Eru,Cameroon,3:30,8,5:59
181,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-181.jpg,Eru,Cameroon,4:46,8,5:59
182,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-182.jpg,Eru,Cameroon,4:50,8,5:59
183,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-183.jpg,Eru,Cameroon,4:53,8,5:59
184,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-184.jpg,Eru,Cameroon,5:03,8,5:59
185,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-185.jpg,Eru,Cameroon,5:12,8,5:59
186,https://www.youtube.com/watch?v=CotGI0dz5Gs,CotGI0dz5Gs,eru-cm-186.jpg,Eru,Cameroon,5:34,8,5:59
187,https://www.youtube.com/watch?v=lXfPts90ai0,lXfPts90ai0,eru-cm-187.jpg,Eru,Cameroon,0:00,9,9:32
188,https://www.youtube.com/watch?v=lXfPts90ai0,lXfPts90ai0,eru-cm-188.jpg,Eru,Cameroon,0:01,9,9:32
189,https://www.youtube.com/watch?v=lXfPts90ai0,lXfPts90ai0,eru-cm-189.jpg,Eru,Cameroon,0:03,9,9:32
190,https://www.youtube.com/watch?v=lXfPts90ai0,lXfPts90ai0,eru-cm-190.jpg,Eru,Cameroon,0:05,9,9:32
