S/N,Video URL,Video ID,image_name,Type of Food,Country ,Time Stamp (Minutes),Video Unique Count,Length of the Video
40,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-040.jpg,Jollof Rice,Nigeria,21:54,3,23:50
41,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-041.jpg,Jollof Rice,Nigeria,22:00,3,23:50
42,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-042.jpg,Jollof Rice,Nigeria,22:20,3,23:50
43,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-043.jpg,Jollof Rice,Nigeria,22:21,3,23:50
44,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-044.jpg,Jollof Rice,Nigeria,22:22,3,23:50
45,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-045.jpg,Jollof Rice,Nigeria,22:23,3,23:50
46,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-046.jpg,Jollof Rice,Nigeria,22:25,3,23:50
47,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-047.jpg,Jollof Rice,Nigeria,22:26,3,23:50
48,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-048.jpg,Jollof Rice,Nigeria,22:27,3,23:50
49,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-049.jpg,Jollof Rice,Nigeria,22:28,3,23:50
50,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-050.jpg,Jollof Rice,Nigeria,22:29,3,23:50
51,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-051.jpg,Jollof Rice,Nigeria,22:30,3,23:50
52,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-052.jpg,Jollof Rice,Nigeria,22:31,3,23:50
53,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-053.jpg,Jollof Rice,Nigeria,22:32,3,23:50
54,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-054.jpg,Jollof Rice,Nigeria,22:33,3,23:50
55,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-055.jpg,Jollof Rice,Nigeria,22:35,3,23:50
56,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-056.jpg,Jollof Rice,Nigeria,22:40,3,23:50
57,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-057.jpg,Jollof Rice,Nigeria,22:41,3,23:50
58,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-058.jpg,Jollof Rice,Nigeria,22:44,3,23:50
59,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-059.jpg,Jollof Rice,Nigeria,22:46,3,23:50
60,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-060.jpg,Jollof Rice,Nigeria,22:53,3,23:50
61,https://www.youtube.com/watch?v=TyLygfyfwuc,TyLygfyfwuc,jollof_rice-061.jpg,Jollof Rice,Nigeria,22:58,3,23:50
62,https://www.youtube.com/watch?v=nZJm84Iemeo,nZJm84Iemeo,jollof_rice-062.jpg,Jollof Rice,Nigeria,0:28,4,15:50
63,https://www.youtube.com/watch?v=nZJm84Iemeo,nZJm84Iemeo,jollof_rice-063.jpg,Jollof Rice,Nigeria,0:30,4,15:50
64,https://www.youtube.com/watch?v=nZJm84Iemeo,nZJm84Iemeo,jollof_rice-064.jpg,Jollof Rice,Nigeria,0:34,4,15:50
65,https://www.youtube.com/watch?v=nZJm84Iemeo,nZJm84Iemeo,jollof_rice-065.jpg,Jollof Rice,Nigeria,0:40,4,15:50
66,https://www.youtube.com/watch?v=nZJm84Iemeo,nZJm84Iemeo,jollof_rice-066.jpg,Jollof Rice,Nigeria,13:23,4,15:50
67,https://www.youtube.com/watch?v=nZJm84Iemeo,nZJm84Iemeo,jollof_rice-067.jpg,Jollof Rice,Nigeria,14:39,4,15:50
68,https://www.youtube.com/watch?v=nZJm84Iemeo,nZJm84Iemeo,jollof_rice-068.jpg,Jollof Rice,Nigeria,14:48,4,15:50
69,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-069.jpg,Jollof Rice,Nigeria,0:00,5,12:44
70,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-070.jpg,Jollof Rice,Nigeria,0:03,5,12:44
71,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-071.jpg,Jollof Rice,Nigeria,0:07,5,12:44
72,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-072.jpg,Jollof Rice,Nigeria,10:51,5,12:44
73,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-073.jpg,Jollof Rice,Nigeria,11:31,5,12:44
74,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-074.jpg,Jollof Rice,Nigeria,11:32,5,12:44
75,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-075.jpg,Jollof Rice,Nigeria,11:47,5,12:44
76,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-076.jpg,Jollof Rice,Nigeria,11:59,5,12:44
77,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-077.jpg,Jollof Rice,Nigeria,12:16,5,12:44
78,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-078.jpg,Jollof Rice,Nigeria,12:17,5,12:44
79,https://www.youtube.com/watch?v=RivD2AicW9U,RivD2AicW9U,jollof_rice-079.jpg,Jollof Rice,Nigeria,12:23,5,12:44
80,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-080.jpg,Jollof Rice,Nigeria,0:06,6,22:12
81,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-081.jpg,Jollof Rice,Nigeria,0:09,6,22:12
82,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-082.jpg,Jollof Rice,Nigeria,0:15,6,22:12
83,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-083.jpg,Jollof Rice,Nigeria,19:23,6,22:12
84,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-084.jpg,Jollof Rice,Nigeria,20:14,6,22:12
85,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-085.jpg,Jollof Rice,Nigeria,20:26,6,22:12
86,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-086.jpg,Jollof Rice,Nigeria,20:35,6,22:12
87,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-087.jpg,Jollof Rice,Nigeria,21:07,6,22:12
88,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-088.jpg,Jollof Rice,Nigeria,21:35,6,22:12
89,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-089.jpg,Jollof Rice,Nigeria,21:36,6,22:12
90,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-090.jpg,Jollof Rice,Nigeria,21:36,6,22:12
91,https://www.youtube.com/watch?v=kQs5lX91h98,kQs5lX91h98,jollof_rice-091.jpg,Jollof Rice,Nigeria,21:46,6,22:12
92,https://www.youtube.com/watch?v=6kVYQbSiiKM,6kVYQbSiiKM,jollof_rice-092.jpg,Jollof Rice,Nigeria,0:07,7,6:14
93,https://www.youtube.com/watch?v=6kVYQbSiiKM,6kVYQbSiiKM,jollof_rice-093.jpg,Jollof Rice,Nigeria,5:34,7,6:14
94,https://www.youtube.com/watch?v=6kVYQbSiiKM,6kVYQbSiiKM,jollof_rice-094.jpg,Jollof Rice,Nigeria,5:45,7,6:14
95,https://www.youtube.com/watch?v=6kVYQbSiiKM,6kVYQbSiiKM,jollof_rice-095.jpg,Jollof Rice,Nigeria,5:58,7,6:14
96,https://www.youtube.com/watch?v=6kVYQbSiiKM,6kVYQbSiiKM,jollof_rice-096.jpg,Jollof Rice,Nigeria,6:03,7,6:14
97,https://www.youtube.com/watch?v=6kVYQbSiiKM,6kVYQbSiiKM,jollof_rice-097.jpg,Jollof Rice,Nigeria,6:09,7,6:14
98,https://www.youtube.com/watch?v=jjZxpuRE31k,jjZxpuRE31k,jollof_rice-098.jpg,Jollof Rice,Nigeria,0:20,8,8:37
99,https://www.youtube.com/watch?v=Bf265_4wL7w,Bf265_4wL7w,jollof_rice-099.jpg,Jollof Rice,Nigeria,0:05,9,7:49
100,https://www.youtube.com/watch?v=Bf265_4wL7w,Bf265_4wL7w,jollof_rice-100.jpg,Jollof Rice,Nigeria,0:27,9,7:49
101,https://www.youtube.com/watch?v=Bf265_4wL7w,Bf265_4wL7w,jollof_rice-101.jpg,Jollof Rice,Nigeria,7:31,9,7:49
102,https://www.youtube.com/watch?v=Bf265_4wL7w,Bf265_4wL7w,jollof_rice-102.jpg,Jollof Rice,Nigeria,7:40,9,7:49
103,https://www.youtube.com/watch?v=Bf265_4wL7w,Bf265_4wL7w,jollof_rice-103.jpg,Jollof Rice,Nigeria,7:42,9,7:49
104,https://www.youtube.com/watch?v=C9YIGztuTz0,C9YIGztuTz0,jollof_rice-104.jpg,Jollof Rice,Nigeria,1:16,10,22:15
105,https://www.youtube.com/watch?v=8n2U5hZ41fo,8n2U5hZ41fo,jollof_rice-105.jpg,Jollof Rice,Nigeria,0:00,11,2:42
106,https://www.youtube.com/watch?v=8n2U5hZ41fo,8n2U5hZ41fo,jollof_rice-106.jpg,Jollof Rice,Nigeria,2:17,11,2:42
107,https://www.youtube.com/watch?v=8n2U5hZ41fo,8n2U5hZ41fo,jollof_rice-107.jpg,Jollof Rice,Nigeria,2:31,11,2:42
108,https://www.youtube.com/watch?v=8n2U5hZ41fo,8n2U5hZ41fo,jollof_rice-108.jpg,Jollof Rice,Nigeria,2:34,11,2:42
109,https://www.youtube.com/shorts/1BGYsd5Rc7,1BGYsd5Rc7M,jollof_rice-109.jpg,Jollof Rice,Nigeria,0:02,12,0:59
110,https://www.youtube.com/shorts/1BGYsd5Rc7,1BGYsd5Rc7M,jollof_rice-110.jpg,Jollof Rice,Nigeria,0:53,12,0:59
111,https://www.youtube.com/shorts/vLciy1y9aLY,vLciy1y9aLY,jollof_rice-111.jpg,Jollof Rice,Nigeria,0:09,13,0:59
112,https://www.youtube.com/shorts/vLciy1y9aLY,vLciy1y9aLY,jollof_rice-112.jpg,Jollof Rice,Nigeria,0:11,13,0:59
113,https://www.youtube.com/shorts/vLciy1y9aLY,vLciy1y9aLY,jollof_rice-113.jpg,Jollof Rice,Nigeria,0:12,13,0:59
114,https://www.youtube.com/shorts/vLciy1y9aLY,vLciy1y9aLY,jollof_rice-114.jpg,Jollof Rice,Nigeria,0:50,13,0:59
115,https://www.youtube.com/watch?v=3kJGJrojFIA,3kJGJrojFIA,jollof_rice-115.jpg,Jollof Rice,Nigeria,2:14,14,4:27
116,https://www.youtube.com/watch?v=3kJGJrojFIA,3kJGJrojFIA,jollof_rice-116.jpg,Jollof Rice,Nigeria,4:08,14,4:27
117,https://www.youtube.com/watch?v=3kJGJrojFIA,3kJGJrojFIA,jollof_rice-117.jpg,Jollof Rice,Nigeria,4:14,14,4:27
118,https://www.youtube.com/watch?v=8S5nLTU4KW4,8S5nLTU4KW4,jollof_rice-118.jpg,Jollof Rice,Nigeria,8:03,15,8:14
119,https://www.youtube.com/watch?v=LTpYeIJApcc,LTpYeIJApcc,jollof_rice-119.jpg,Jollof Rice,Nigeria,0:03,16,4:18
120,https://www.youtube.com/watch?v=LTpYeIJApcc,LTpYeIJApcc,jollof_rice-120.jpg,Jollof Rice,Nigeria,4:01,16,4:18
121,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-121.jpg,Jollof Rice,Nigeria,0:00,17,12:23
122,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-122.jpg,Jollof Rice,Nigeria,0:05,17,12:23
123,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-123.jpg,Jollof Rice,Nigeria,0:09,17,12:23
124,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-124.jpg,Jollof Rice,Nigeria,0:18,17,12:23
125,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-125.jpg,Jollof Rice,Nigeria,10:30,17,12:23
126,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-126.jpg,Jollof Rice,Nigeria,10:49,17,12:23
127,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-127.jpg,Jollof Rice,Nigeria,10:51,17,12:23
128,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-128.jpg,Jollof Rice,Nigeria,10:57,17,12:23
129,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-129.jpg,Jollof Rice,Nigeria,11:12,17,12:23
130,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-130.jpg,Jollof Rice,Nigeria,11:16,17,12:23
131,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-131.jpg,Jollof Rice,Nigeria,11:30,17,12:23
132,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-132.jpg,Jollof Rice,Nigeria,11:34,17,12:23
133,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-133.jpg,Jollof Rice,Nigeria,11:35,17,12:23
134,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-134.jpg,Jollof Rice,Nigeria,11:42,17,12:23
135,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-135.jpg,Jollof Rice,Nigeria,11:53,17,12:23
136,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-136.jpg,Jollof Rice,Nigeria,11:55,17,12:23
137,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-137.jpg,Jollof Rice,Nigeria,11:56,17,12:23
138,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-138.jpg,Jollof Rice,Nigeria,11:58,17,12:23
139,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-139.jpg,Jollof Rice,Nigeria,12:00,17,12:23
140,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-140.jpg,Jollof Rice,Nigeria,12:02,17,12:23
141,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-141.jpg,Jollof Rice,Nigeria,12:04,17,12:23
142,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-142.jpg,Jollof Rice,Nigeria,12:05,17,12:23
143,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-143.jpg,Jollof Rice,Nigeria,12:07,17,12:23
144,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-144.jpg,Jollof Rice,Nigeria,12:08,17,12:23
145,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-145.jpg,Jollof Rice,Nigeria,12:10,17,12:23
146,https://www.youtube.com/watch?v=ToKUxEd0xcM,ToKUxEd0xcM,jollof_rice-146.jpg,Jollof Rice,Nigeria,12:12,17,12:23
147,https://www.youtube.com/shorts/LB6EpvliteI,LB6EpvliteI,jollof_rice-147.jpg,Jollof Rice,Nigeria,0:04,18,0:59
148,https://www.youtube.com/shorts/5Okyhz28soU,5Okyhz28soU,jollof_rice-148.jpg,Jollof Rice,Nigeria,0:40,19,1:00
149,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-149.jpg,Jollof Rice,Nigeria,0:03,20,0:38
150,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-150.jpg,Jollof Rice,Nigeria,0:05,20,0:38
151,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-151.jpg,Jollof Rice,Nigeria,0:07,20,0:38
152,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-152.jpg,Jollof Rice,Nigeria,0:09,20,0:38
153,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-153.jpg,Jollof Rice,Nigeria,0:11,20,0:38
154,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-154.jpg,Jollof Rice,Nigeria,0:12,20,0:38
155,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-155.jpg,Jollof Rice,Nigeria,0:13,20,0:38
156,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-156.jpg,Jollof Rice,Nigeria,0:14,20,0:38
157,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-157.jpg,Jollof Rice,Nigeria,0:18,20,0:38
158,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-158.jpg,Jollof Rice,Nigeria,0:20,20,0:38
159,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-159.jpg,Jollof Rice,Nigeria,0:27,20,0:38
160,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-160.jpg,Jollof Rice,Nigeria,0:31,20,0:38
161,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-161.jpg,Jollof Rice,Nigeria,0:32,20,0:38
162,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-162.jpg,Jollof Rice,Nigeria,0:34,20,0:38
163,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-163.jpg,Jollof Rice,Nigeria,0:36,20,0:38
164,https://www.youtube.com/shorts/-KWBRiF9omg,-KWBRiF9omg,jollof_rice-164.jpg,Jollof Rice,Nigeria,0:38,20,0:38
165,https://www.youtube.com/shorts/lMviiY8CoaQ,lMviiY8CoaQ,jollof_rice-165.jpg,Jollof Rice,Nigeria,0:42,21,0:54
166,https://www.youtube.com/shorts/lMviiY8CoaQ,lMviiY8CoaQ,jollof_rice-166.jpg,Jollof Rice,Nigeria,0:43,21,0:54
167,https://www.youtube.com/shorts/lMviiY8CoaQ,lMviiY8CoaQ,jollof_rice-167.jpg,Jollof Rice,Nigeria,0:47,21,0:54
168,https://www.youtube.com/shorts/lMviiY8CoaQ,lMviiY8CoaQ,jollof_rice-168.jpg,Jollof Rice,Nigeria,0:49,21,0:54
169,https://www.youtube.com/shorts/lMviiY8CoaQ,lMviiY8CoaQ,jollof_rice-169.jpg,Jollof Rice,Nigeria,0:51,21,0:54
170,https://www.youtube.com/shorts/lMviiY8CoaQ,lMviiY8CoaQ,jollof_rice-170.jpg,Jollof Rice,Nigeria,0:00,21,0:54
171,https://www.youtube.com/shorts/OnV-H61VFss,OnV-H61VFss,jollof_rice-171.jpg,Jollof Rice,Nigeria,0:06,22,0:56
172,https://www.youtube.com/shorts/OnV-H61VFss,OnV-H61VFss,jollof_rice-172.jpg,Jollof Rice,Nigeria,0:07,22,0:56
173,https://www.youtube.com/shorts/OnV-H61VFss,OnV-H61VFss,jollof_rice-173.jpg,Jollof Rice,Nigeria,0:45,22,0:56
174,https://www.youtube.com/shorts/OnV-H61VFss,OnV-H61VFss,jollof_rice-174.jpg,Jollof Rice,Nigeria,0:53,22,0:56
175,https://www.youtube.com/shorts/OnV-H61VFss,OnV-H61VFss,jollof_rice-175.jpg,Jollof Rice,Nigeria,0:54,22,0:56
176,https://www.youtube.com/shorts/OnV-H61VFss,OnV-H61VFss,jollof_rice-176.jpg,Jollof Rice,Nigeria,0:56,22,0:56
177,https://www.youtube.com/shorts/_24YBgcww5w,_24YBgcww5w,jollof_rice-177.jpg,Jollof Rice,Nigeria,0:00,23,0:58
178,https://www.youtube.com/shorts/_24YBgcww5w,_24YBgcww5w,jollof_rice-178.jpg,Jollof Rice,Nigeria,0:56,23,0:58
179,https://www.youtube.com/shorts/D3hly5Rm7RY,D3hly5Rm7RY,jollof_rice-179.jpg,Jollof Rice,Nigeria,0:11,24,0:59
180,https://www.youtube.com/shorts/D3hly5Rm7RY,D3hly5Rm7RY,jollof_rice-179.jpg,Jollof Rice,Nigeria,0:02,24,0:59
181,https://www.youtube.com/shorts/D3hly5Rm7RY,D3hly5Rm7RY,jollof_rice-181.jpg,Jollof Rice,Nigeria,0:03,24,0:59
182,https://www.youtube.com/shorts/D3hly5Rm7RY,D3hly5Rm7RY,jollof_rice-182.jpg,Jollof Rice,Nigeria,0:04,24,0:59
